State,Year,Quarter,Pincode,Transaction_count,Transaction_amount
andaman-&-nicobar-islands,2020,1,744101.0,11793,58229349.02415232
andaman-&-nicobar-islands,2020,1,744103.0,5870,22009443.07305397
andaman-&-nicobar-islands,2020,1,744105.0,4635,16774043.311987936
andaman-&-nicobar-islands,2020,1,744102.0,3820,14517706.12269676
andaman-&-nicobar-islands,2020,1,744211.0,1837,8425387.79004211
andaman-&-nicobar-islands,2020,1,744301.0,1819,6901162.107519586
andaman-&-nicobar-islands,2020,1,744202.0,1794,5037742.395579022
andaman-&-nicobar-islands,2020,1,744104.0,1302,5293130.290633954
andaman-&-nicobar-islands,2020,1,744201.0,1157,1242638.821252932
andaman-&-nicobar-islands,2020,1,744107.0,1043,2990354.4448547475
andaman-&-nicobar-islands,2020,2,744101.0,11868,48293323.21851964
andaman-&-nicobar-islands,2020,2,744103.0,10035,26197535.98945152
andaman-&-nicobar-islands,2020,2,744105.0,9341,23203019.858980607
andaman-&-nicobar-islands,2020,2,744102.0,6012,17786750.907515876
andaman-&-nicobar-islands,2020,2,744202.0,3722,8924121.010762567
andaman-&-nicobar-islands,2020,2,744107.0,2555,3980470.685369815
andaman-&-nicobar-islands,2020,2,744301.0,2275,9055232.527755566
andaman-&-nicobar-islands,2020,2,744211.0,2045,3319717.6328789736
andaman-&-nicobar-islands,2020,2,744205.0,1847,4459064.90732021
andaman-&-nicobar-islands,2020,2,744104.0,1840,3334591.822304932
andaman-&-nicobar-islands,2020,3,744101.0,24386,100439119.66860785
andaman-&-nicobar-islands,2020,3,744103.0,21272,60332278.69396809
andaman-&-nicobar-islands,2020,3,744105.0,17166,44061506.56273589
andaman-&-nicobar-islands,2020,3,744102.0,13934,43077189.842844136
andaman-&-nicobar-islands,2020,3,744202.0,5779,11975748.707876924
andaman-&-nicobar-islands,2020,3,744107.0,4753,7628018.669464628
andaman-&-nicobar-islands,2020,3,744104.0,3468,7353834.51320935
andaman-&-nicobar-islands,2020,3,744112.0,3422,6067986.696111794
andaman-&-nicobar-islands,2020,3,744301.0,3071,13352610.531559702
andaman-&-nicobar-islands,2020,3,744205.0,2991,7535645.788593667
andaman-&-nicobar-islands,2020,4,744103.0,46884,138264791.5489212
andaman-&-nicobar-islands,2020,4,744101.0,40392,136401368.02166596
andaman-&-nicobar-islands,2020,4,744105.0,34410,87838226.93633425
andaman-&-nicobar-islands,2020,4,744102.0,26694,76348598.32238364
andaman-&-nicobar-islands,2020,4,744202.0,10949,25543799.074759968
andaman-&-nicobar-islands,2020,4,744107.0,9743,18083250.19055397
andaman-&-nicobar-islands,2020,4,744104.0,7654,19126095.533284884
andaman-&-nicobar-islands,2020,4,744112.0,7016,15890275.050448488
andaman-&-nicobar-islands,2020,4,744205.0,5118,12002695.281042248
andaman-&-nicobar-islands,2020,4,744201.0,5011,6777275.536669218
andaman-&-nicobar-islands,2021,1,744101.0,55726,190830957.0606181
andaman-&-nicobar-islands,2021,1,744103.0,47328,158404100.7854989
andaman-&-nicobar-islands,2021,1,744105.0,35467,111571687.43195169
andaman-&-nicobar-islands,2021,1,744102.0,23957,80750048.8238959
andaman-&-nicobar-islands,2021,1,744211.0,10648,34956327.94105429
andaman-&-nicobar-islands,2021,1,744202.0,10597,28127629.877961583
andaman-&-nicobar-islands,2021,1,744107.0,8848,19627951.469969157
andaman-&-nicobar-islands,2021,1,744104.0,8799,27854306.51949638
andaman-&-nicobar-islands,2021,1,744112.0,7113,21084790.0528014
andaman-&-nicobar-islands,2021,1,744301.0,5630,22671937.31314759
andaman-&-nicobar-islands,2021,2,744101.0,73334,227585492.7414593
andaman-&-nicobar-islands,2021,2,744103.0,66321,174752815.1688521
andaman-&-nicobar-islands,2021,2,744105.0,52645,134835744.22049245
andaman-&-nicobar-islands,2021,2,744102.0,34289,100890426.76234056
andaman-&-nicobar-islands,2021,2,744202.0,16476,40647907.96960775
andaman-&-nicobar-islands,2021,2,744107.0,14524,24690581.539094776
andaman-&-nicobar-islands,2021,2,744104.0,11278,28333852.06159348
andaman-&-nicobar-islands,2021,2,744211.0,10182,20377949.346094526
andaman-&-nicobar-islands,2021,2,744112.0,9635,21637658.167199604
andaman-&-nicobar-islands,2021,2,744301.0,8463,27666837.39688266
andaman-&-nicobar-islands,2021,3,744101.0,116324,388328168.7639693
andaman-&-nicobar-islands,2021,3,744103.0,84790,246433385.80990067
andaman-&-nicobar-islands,2021,3,744105.0,67257,185238368.4767078
andaman-&-nicobar-islands,2021,3,744102.0,43850,131239564.16909727
andaman-&-nicobar-islands,2021,3,744202.0,19088,48475163.57429314
andaman-&-nicobar-islands,2021,3,744107.0,16203,37962312.09641009
andaman-&-nicobar-islands,2021,3,744104.0,14657,35301326.114471875
andaman-&-nicobar-islands,2021,3,744112.0,11565,28491553.61094001
andaman-&-nicobar-islands,2021,3,744301.0,11553,43464511.051198
andaman-&-nicobar-islands,2021,3,744211.0,9655,19497765.25714052
andaman-&-nicobar-islands,2021,4,744101.0,165719,533026207.9731797
andaman-&-nicobar-islands,2021,4,744103.0,121613,372243734.27985656
andaman-&-nicobar-islands,2021,4,744105.0,95028,281223411.7435058
andaman-&-nicobar-islands,2021,4,744102.0,58258,174623253.47653326
andaman-&-nicobar-islands,2021,4,744211.0,27938,94222862.10725296
andaman-&-nicobar-islands,2021,4,744104.0,25662,69245386.0816525
andaman-&-nicobar-islands,2021,4,744202.0,21913,67790798.04849821
andaman-&-nicobar-islands,2021,4,744107.0,21397,52036029.9980372
andaman-&-nicobar-islands,2021,4,744112.0,18915,55448543.43365714
andaman-&-nicobar-islands,2021,4,744301.0,14553,47792330.70050094
andaman-&-nicobar-islands,2022,1,744101.0,209941,615978080.6944855
andaman-&-nicobar-islands,2022,1,744103.0,157230,399715980.1391735
andaman-&-nicobar-islands,2022,1,744105.0,122716,321850608.7396423
andaman-&-nicobar-islands,2022,1,744102.0,74883,193336549.94178736
andaman-&-nicobar-islands,2022,1,744104.0,32471,72915521.83614868
andaman-&-nicobar-islands,2022,1,744211.0,30272,86955570.58655271
andaman-&-nicobar-islands,2022,1,744107.0,25379,58776727.62636636
andaman-&-nicobar-islands,2022,1,744202.0,24022,68519268.77643085
andaman-&-nicobar-islands,2022,1,744112.0,23471,55469783.6622991
andaman-&-nicobar-islands,2022,1,744301.0,17630,56879992.28461884
andaman-&-nicobar-islands,2022,2,744101.0,252722,702122365.3629664
andaman-&-nicobar-islands,2022,2,744103.0,230746,561168775.5622396
andaman-&-nicobar-islands,2022,2,744105.0,176252,415796516.6034926
andaman-&-nicobar-islands,2022,2,744102.0,101551,240451609.192299
andaman-&-nicobar-islands,2022,2,744104.0,47069,94335358.34017952
andaman-&-nicobar-islands,2022,2,744211.0,40245,108788594.62847154
andaman-&-nicobar-islands,2022,2,744107.0,36402,82851064.58195859
andaman-&-nicobar-islands,2022,2,744112.0,32548,70178309.12885833
andaman-&-nicobar-islands,2022,2,744202.0,27750,84587978.8405464
andaman-&-nicobar-islands,2022,2,744301.0,26170,74485462.68044695
andaman-&-nicobar-islands,2022,3,744104.0,497273,951370315.4090765
andaman-&-nicobar-islands,2022,3,744103.0,259994,545653686.3062732
andaman-&-nicobar-islands,2022,3,744101.0,213864,444967255.802143
andaman-&-nicobar-islands,2022,3,744105.0,208055,438754611.5375265
andaman-&-nicobar-islands,2022,3,744102.0,114416,239581586.790242
andaman-&-nicobar-islands,2022,3,744107.0,40466,85492008.49477127
andaman-&-nicobar-islands,2022,3,744112.0,38350,74030563.48358011
andaman-&-nicobar-islands,2022,3,744211.0,37918,89671382.06901146
andaman-&-nicobar-islands,2022,3,744202.0,29918,85509005.84576747
andaman-&-nicobar-islands,2022,3,744301.0,27668,70002553.35288173
andaman-&-nicobar-islands,2022,4,744104.0,684366,1309407988.2902
andaman-&-nicobar-islands,2022,4,744103.0,304600,612929267.1773143
andaman-&-nicobar-islands,2022,4,744105.0,258097,505662756.1128938
andaman-&-nicobar-islands,2022,4,744101.0,243494,467192496.1739121
andaman-&-nicobar-islands,2022,4,744102.0,134923,264371699.73904052
andaman-&-nicobar-islands,2022,4,744211.0,56491,137253267.66612908
andaman-&-nicobar-islands,2022,4,744107.0,54192,104539818.47127225
andaman-&-nicobar-islands,2022,4,744112.0,46364,82461782.47749998
andaman-&-nicobar-islands,2022,4,744202.0,34689,94217164.85909572
andaman-&-nicobar-islands,2022,4,744301.0,33669,82466591.07632071
andaman-&-nicobar-islands,2023,1,744103.0,503053,969594706.0
andaman-&-nicobar-islands,2023,1,744105.0,418090,774570559.0
andaman-&-nicobar-islands,2023,1,744101.0,403456,749508057.0
andaman-&-nicobar-islands,2023,1,744102.0,222855,427240840.0
andaman-&-nicobar-islands,2023,1,744104.0,118286,201531285.0
andaman-&-nicobar-islands,2023,1,744211.0,107424,263885620.0
andaman-&-nicobar-islands,2023,1,744107.0,92715,168098531.0
andaman-&-nicobar-islands,2023,1,744112.0,76246,131598911.0
andaman-&-nicobar-islands,2023,1,744202.0,59440,165959850.0
andaman-&-nicobar-islands,2023,1,744301.0,55605,111713635.0
andaman-&-nicobar-islands,2023,2,744103.0,597774,1119274409.0
andaman-&-nicobar-islands,2023,2,744105.0,507585,916209552.0
andaman-&-nicobar-islands,2023,2,744101.0,486154,824857096.0
andaman-&-nicobar-islands,2023,2,744102.0,269165,458977445.0
andaman-&-nicobar-islands,2023,2,744104.0,134785,205244167.0
andaman-&-nicobar-islands,2023,2,744107.0,114795,194986633.0
andaman-&-nicobar-islands,2023,2,744211.0,106510,222510323.0
andaman-&-nicobar-islands,2023,2,744112.0,89784,147571191.0
andaman-&-nicobar-islands,2023,2,744202.0,72315,211302035.0
andaman-&-nicobar-islands,2023,2,744301.0,63841,134197959.0
andhra-pradesh,2018,1,517501.0,110496,163487278.84449506
andhra-pradesh,2018,1,520001.0,96883,170605900.5466873
andhra-pradesh,2018,1,515001.0,92754,133522310.75704184
andhra-pradesh,2018,1,517507.0,88132,127450018.2101582
andhra-pradesh,2018,1,516001.0,84644,131194265.5243713
andhra-pradesh,2018,1,518502.0,82421,68040306.13881023
andhra-pradesh,2018,1,530016.0,81891,140880970.0990568
andhra-pradesh,2018,1,520010.0,69581,119009921.97401813
andhra-pradesh,2018,1,516360.0,68340,101612118.88480642
andhra-pradesh,2018,1,518501.0,68193,81006512.71677604
andhra-pradesh,2018,2,517501.0,165506,305629373.1586336
andhra-pradesh,2018,2,518502.0,140893,127814123.87394844
andhra-pradesh,2018,2,515001.0,129798,285924993.6163615
andhra-pradesh,2018,2,517507.0,127731,243405277.904814
andhra-pradesh,2018,2,520001.0,123176,271911611.0495833
andhra-pradesh,2018,2,516001.0,114806,242175477.6115077
andhra-pradesh,2018,2,530016.0,111874,235770318.03054443
andhra-pradesh,2018,2,520010.0,100630,220730389.6490364
andhra-pradesh,2018,2,516360.0,96619,197068813.6044728
andhra-pradesh,2018,2,518501.0,93442,163942778.22947574
andhra-pradesh,2018,3,518502.0,1300146,709765829.9649723
andhra-pradesh,2018,3,533437.0,421968,240766495.0585349
andhra-pradesh,2018,3,518501.0,296154,291247918.8462258
andhra-pradesh,2018,3,517501.0,295403,466133618.6014985
andhra-pradesh,2018,3,515001.0,276595,438158383.2247275
andhra-pradesh,2018,3,530016.0,234494,380410223.1952695
andhra-pradesh,2018,3,517507.0,233347,386563858.6898683
andhra-pradesh,2018,3,516259.0,220165,109844218.671292
andhra-pradesh,2018,3,520011.0,213275,291805923.0011128
andhra-pradesh,2018,3,520001.0,206435,371140000.3074023
andhra-pradesh,2018,4,518502.0,441662,332201263.2829269
andhra-pradesh,2018,4,517501.0,423357,714887920.0334857
andhra-pradesh,2018,4,530016.0,367619,575982481.3389585
andhra-pradesh,2018,4,515001.0,355695,651952970.9302757
andhra-pradesh,2018,4,517507.0,318300,594747982.0458119
andhra-pradesh,2018,4,530003.0,277131,356075793.8585544
andhra-pradesh,2018,4,516001.0,269798,572252390.1920383
andhra-pradesh,2018,4,520010.0,250261,492229977.1570112
andhra-pradesh,2018,4,530017.0,248725,326891428.60271376
andhra-pradesh,2018,4,518501.0,248520,357423401.5571966
andhra-pradesh,2019,1,530001.0,950821,1529039457.6419592
andhra-pradesh,2019,1,517501.0,922416,1244725311.4573965
andhra-pradesh,2019,1,520001.0,814616,1462807205.627422
andhra-pradesh,2019,1,530016.0,684611,960022481.5524915
andhra-pradesh,2019,1,517507.0,671661,1009128524.8128468
andhra-pradesh,2019,1,515001.0,609682,1009938283.8464416
andhra-pradesh,2019,1,518502.0,545426,389782596.9665674
andhra-pradesh,2019,1,530003.0,527667,590799502.8850918
andhra-pradesh,2019,1,530017.0,472914,531596255.9349663
andhra-pradesh,2019,1,520010.0,460133,774931063.0289192
andhra-pradesh,2019,2,530001.0,2602865,5218795715.70141
andhra-pradesh,2019,2,520001.0,1828617,3823390190.0922346
andhra-pradesh,2019,2,517501.0,949187,1669949938.5076957
andhra-pradesh,2019,2,522001.0,839909,1759418775.980979
andhra-pradesh,2019,2,530016.0,793798,1257915825.5688603
andhra-pradesh,2019,2,517507.0,760335,1412863012.2407691
andhra-pradesh,2019,2,515001.0,567306,1282118916.2094193
andhra-pradesh,2019,2,530003.0,520142,718170914.395836
andhra-pradesh,2019,2,520010.0,490697,973983824.5472904
andhra-pradesh,2019,2,530017.0,480905,650710126.3382195
andhra-pradesh,2019,3,530001.0,2944756,6693257653.901131
andhra-pradesh,2019,3,520001.0,1905190,4414503365.699517
andhra-pradesh,2019,3,517501.0,1434209,2203932856.297208
andhra-pradesh,2019,3,530016.0,1196020,1658162548.562835
andhra-pradesh,2019,3,517507.0,1060513,1854927351.736656
andhra-pradesh,2019,3,522001.0,1003916,2216532548.7258
andhra-pradesh,2019,3,515001.0,868052,1667826831.8650486
andhra-pradesh,2019,3,530003.0,858005,970993081.171244
andhra-pradesh,2019,3,530017.0,799271,911939243.0618924
andhra-pradesh,2019,3,530026.0,711726,1095056835.9858122
andhra-pradesh,2019,4,530001.0,4185063,9160387223.4497
andhra-pradesh,2019,4,520001.0,2544877,5933007156.535349
andhra-pradesh,2019,4,517501.0,1920211,3073084029.9256625
andhra-pradesh,2019,4,530016.0,1591033,2295184224.145106
andhra-pradesh,2019,4,530026.0,1438154,2509394595.5414515
andhra-pradesh,2019,4,517507.0,1406768,2478459132.7705936
andhra-pradesh,2019,4,522001.0,1324202,2927313967.683236
andhra-pradesh,2019,4,515001.0,1202983,2376869516.684207
andhra-pradesh,2019,4,530003.0,1131832,1339103327.887921
andhra-pradesh,2019,4,530017.0,1084796,1266927471.3317952
andhra-pradesh,2020,1,530026.0,6695271,15258657486.862274
andhra-pradesh,2020,1,517501.0,2196548,3731404465.729061
andhra-pradesh,2020,1,530016.0,1661816,2593325339.0472875
andhra-pradesh,2020,1,517507.0,1554974,2719620696.0325623
andhra-pradesh,2020,1,515001.0,1346804,2696427930.6755037
andhra-pradesh,2020,1,530003.0,1159480,1519955258.5314608
andhra-pradesh,2020,1,524002.0,1125194,2653339803.95633
andhra-pradesh,2020,1,530017.0,1104748,1412381495.9440272
andhra-pradesh,2020,1,520010.0,1098395,2059547223.1742208
andhra-pradesh,2020,1,522001.0,1058410,2575723775.04884
andhra-pradesh,2020,2,530026.0,4994637,12817902607.017586
andhra-pradesh,2020,2,517501.0,1708935,3203679955.4885287
andhra-pradesh,2020,2,517507.0,1575118,2854711069.441047
andhra-pradesh,2020,2,524002.0,1553283,3993963025.685269
andhra-pradesh,2020,2,530016.0,1067022,1893629834.0393307
andhra-pradesh,2020,2,516001.0,1066066,2616099329.3322477
andhra-pradesh,2020,2,515001.0,1026587,2447755903.073549
andhra-pradesh,2020,2,518002.0,979822,2015820866.3250327
andhra-pradesh,2020,2,522001.0,963666,2678051229.473872
andhra-pradesh,2020,2,520002.0,956641,2767045048.1995325
andhra-pradesh,2020,3,524002.0,5194663,13718743729.17845
andhra-pradesh,2020,3,530026.0,4159532,10383207817.795242
andhra-pradesh,2020,3,517501.0,2735691,5544720473.076229
andhra-pradesh,2020,3,516001.0,2534360,6637577271.358326
andhra-pradesh,2020,3,517507.0,2306174,4594510974.325968
andhra-pradesh,2020,3,520002.0,2238996,6543183825.055463
andhra-pradesh,2020,3,530016.0,1921871,3560898943.243418
andhra-pradesh,2020,3,515001.0,1669413,4116758527.095812
andhra-pradesh,2020,3,522001.0,1625687,4701116488.838855
andhra-pradesh,2020,3,518002.0,1514873,3352462441.2241564
andhra-pradesh,2020,4,524002.0,5029692,12810644736.250324
andhra-pradesh,2020,4,530026.0,4235146,9849636860.464972
andhra-pradesh,2020,4,517501.0,4125544,7866883789.381668
andhra-pradesh,2020,4,517507.0,3420778,6749696775.855953
andhra-pradesh,2020,4,516001.0,3119905,8005247952.077286
andhra-pradesh,2020,4,530016.0,2981818,5591062751.070802
andhra-pradesh,2020,4,515001.0,2821800,6442101736.915546
andhra-pradesh,2020,4,518002.0,2219953,4809927717.539759
andhra-pradesh,2020,4,520010.0,2170458,4679865894.241622
andhra-pradesh,2020,4,530017.0,2027751,3252434512.586547
andhra-pradesh,2021,1,524002.0,7269657,16698428355.239132
andhra-pradesh,2021,1,530026.0,5875319,13567044097.312927
andhra-pradesh,2021,1,517501.0,4354325,8224302893.470669
andhra-pradesh,2021,1,520002.0,3591058,9183853695.4085
andhra-pradesh,2021,1,517507.0,3378549,6593121540.981036
andhra-pradesh,2021,1,530016.0,3144495,5679150412.005564
andhra-pradesh,2021,1,516001.0,2941623,7434205012.068323
andhra-pradesh,2021,1,515001.0,2815993,6225481722.602297
andhra-pradesh,2021,1,522001.0,2584588,6753205746.899624
andhra-pradesh,2021,1,520010.0,2291676,4716738889.930448
andhra-pradesh,2021,2,524002.0,11023032,25519404146.52658
andhra-pradesh,2021,2,530026.0,7850540,19042845773.20165
andhra-pradesh,2021,2,520002.0,5441708,14948864290.86964
andhra-pradesh,2021,2,517501.0,4614209,9215678010.439575
andhra-pradesh,2021,2,517507.0,3834825,7940105016.380435
andhra-pradesh,2021,2,522001.0,3427039,9832657321.439524
andhra-pradesh,2021,2,515001.0,3052771,7213837063.020088
andhra-pradesh,2021,2,530016.0,2892664,5705916880.595729
andhra-pradesh,2021,2,516001.0,2613562,7256266063.657529
andhra-pradesh,2021,2,518002.0,2553688,5906664130.524334
andhra-pradesh,2021,3,524002.0,10701326,23300508690.71216
andhra-pradesh,2021,3,530026.0,9780096,22841763578.29273
andhra-pradesh,2021,3,517501.0,5982442,11419848822.233982
andhra-pradesh,2021,3,520002.0,5320101,14633600592.216694
andhra-pradesh,2021,3,517507.0,4866065,9768221617.56348
andhra-pradesh,2021,3,522001.0,4242875,11355623168.660929
andhra-pradesh,2021,3,530016.0,4177023,7797927714.306906
andhra-pradesh,2021,3,515001.0,4040160,8752025049.046715
andhra-pradesh,2021,3,516001.0,3370675,8720115499.341372
andhra-pradesh,2021,3,520010.0,3206301,6832329071.662828
andhra-pradesh,2021,4,524002.0,14158439,30358274591.367683
andhra-pradesh,2021,4,530026.0,10216678,24428085477.49295
andhra-pradesh,2021,4,517501.0,7246667,13514835187.056925
andhra-pradesh,2021,4,517507.0,5790910,11415016234.059565
andhra-pradesh,2021,4,520002.0,5716025,15397268124.171196
andhra-pradesh,2021,4,530016.0,5252680,9484946022.822405
andhra-pradesh,2021,4,522001.0,4989759,13298088500.28115
andhra-pradesh,2021,4,515001.0,4892740,10235401678.208153
andhra-pradesh,2021,4,520010.0,4198904,8551737728.052567
andhra-pradesh,2021,4,516001.0,4058071,10324818012.146276
andhra-pradesh,2022,1,524002.0,16133298,35123754551.39544
andhra-pradesh,2022,1,530026.0,10293117,25355928765.674084
andhra-pradesh,2022,1,517501.0,8062447,14807178133.005922
andhra-pradesh,2022,1,517507.0,6660899,12913687866.526722
andhra-pradesh,2022,1,520002.0,6254668,16297042494.467913
andhra-pradesh,2022,1,522001.0,5691035,15226428277.57111
andhra-pradesh,2022,1,515001.0,5585462,11393585212.479506
andhra-pradesh,2022,1,530016.0,5554647,9991176892.061852
andhra-pradesh,2022,1,516001.0,4513789,11365056779.562836
andhra-pradesh,2022,1,520010.0,4492155,9108501441.854176
andhra-pradesh,2022,2,524002.0,18822839,40556750377.6809
andhra-pradesh,2022,2,530026.0,12256092,29600523030.089485
andhra-pradesh,2022,2,517501.0,9320394,17071503296.033054
andhra-pradesh,2022,2,517507.0,7667416,14863715364.820652
andhra-pradesh,2022,2,520002.0,7584902,19447767871.79056
andhra-pradesh,2022,2,530016.0,6470271,11522114399.303429
andhra-pradesh,2022,2,515001.0,6291639,12847256630.386038
andhra-pradesh,2022,2,522001.0,6073875,16041957319.95133
andhra-pradesh,2022,2,520010.0,5301338,10747157085.983915
andhra-pradesh,2022,2,516001.0,4927880,12452111307.590088
andhra-pradesh,2022,3,530026.0,10427710,24452749355.343765
andhra-pradesh,2022,3,517501.0,9028550,16685152652.27945
andhra-pradesh,2022,3,517507.0,7638906,14893051968.861427
andhra-pradesh,2022,3,524002.0,6897466,17798259711.658493
andhra-pradesh,2022,3,522001.0,6608575,14799455202.072798
andhra-pradesh,2022,3,520002.0,6370783,17359205738.798397
andhra-pradesh,2022,3,530016.0,6352195,11280121649.92772
andhra-pradesh,2022,3,515001.0,6120942,12350133591.116642
andhra-pradesh,2022,3,520010.0,5372903,10801020194.878736
andhra-pradesh,2022,3,516001.0,5350632,13517253500.100548
andhra-pradesh,2022,4,530026.0,10249750,23326515677.88234
andhra-pradesh,2022,4,517501.0,9601016,17160601029.470804
andhra-pradesh,2022,4,517507.0,8255182,15452889827.310287
andhra-pradesh,2022,4,530016.0,6770365,11575693176.866528
andhra-pradesh,2022,4,515001.0,6566772,12647557281.819908
andhra-pradesh,2022,4,522001.0,6419773,13879436431.018642
andhra-pradesh,2022,4,520010.0,5887349,11108836639.890686
andhra-pradesh,2022,4,518002.0,5810257,12488419884.161983
andhra-pradesh,2022,4,520002.0,5685286,14883019280.330645
andhra-pradesh,2022,4,516001.0,5545373,13027211098.677938
andhra-pradesh,2023,1,517501.0,15726677,25326343019.0
andhra-pradesh,2023,1,517507.0,14231038,24727126661.0
andhra-pradesh,2023,1,530016.0,11205270,18608492919.0
andhra-pradesh,2023,1,515001.0,11202633,20163905001.0
